node1,node2,TP2_T7,TP2_T9,T7,T8,T9
NUP155,THOC3,0-1,1-0,0,1,0
NCOA1,TGS1,0,1-0,1,1,0
FBXL5,RNF114,0,0-1,0,0,1
U2AF2,WBP11,0-1,1-0,0,1,0
SF3B4,SNRPB2,0-1,1-0,0,1,0
CPSF3,SNRPN,0-1,1-0,0,1,0
C1GALT1,ST3GAL4,0-1,1-0,0,1,0
CD44,CHP1,0-1,1-0,0,1,0
RPL27A,RPL34,0-1,1-0,0,1,0
CALM2,IQGAP1,0-1,1-0,0,1,0
GRB2,MTOR,0-1,1-0,0,1,0
RPL18A,UBA52,0,1-0,1,1,0
AP1S1,SNX5,0-1,1-0,0,1,0
NEB,TPM2,0-1,1-0,0,1,0
HNRNPU,USP39,0-1,1-0,0,1,0
RPL18A,RPS17,0-1,1-0,0,1,0
PRKACB,RAPGEF3,0-1,1-0,0,1,0
HNRNPU,PQBP1,0-1,1-0,0,1,0
MAPK3,UBTF,0-1,1-0,0,1,0
RPL36AL,SRP14,0-1,1-0,0,1,0
RPL24,SPCS1,0-1,1-0,0,1,0
ASAH1,GBA2,0-1,0,0,1,1
ADK,NT5C3B,0,1-0,1,1,0
MRPS9,RACK1,0-1,1-0,0,1,0
BUB3,KNL1,0-1,1-0,0,1,0
MAPK11,YES1,0-1,1-0,0,1,0
RPL18A,RPL37,0-1,1-0,0,1,0
TMED2,TMED9,0-1,1-0,0,1,0
POLA1,POLD4,0,1-0,1,1,0
CBLB,PIK3CD,0-1,0,0,1,1
IMP3,RPL9,0,1-0,1,1,0
HLA-DPB1,IRF1,0,0,1,1,1
CDK1,PSMF1,0,0-1,0,0,1
PACSIN3,SYNJ2,0-1,1-0,0,1,0
CSTF2,SNRPC,0-1,1-0,0,1,0
ANP32A,ELAVL1,0-1,1-0,0,1,0
MET,RAB5A,0-1,0,0,1,1
BMS1,KRI1,1-0,0,1,0,0
CCNB1,HIST1H2BD,0,1-0,1,1,0
FBL,WDR75,0-1,1-0,0,1,0
MTOR,RHEB,0-1,1-0,0,1,0
FAU,RPL37A,0-1,1-0,0,1,0
EIF2S2,RPSA,0-1,1-0,0,1,0
HIST1H2BD,UBTF,0-1,1-0,0,1,0
EGR2,H2AFJ,0-1,1-0,0,1,0
LNX1,RBCK1,0,1-0,1,1,0
PLA2G4B,PTDSS2,0-1,1-0,0,1,0
COL12A1,COL7A1,0-1,1-0,0,1,0
SAP30,SMARCA5,0-1,1-0,0,1,0
DDX47,UTP18,0-1,1-0,0,1,0
RPL35A,RPS9,0,1-0,1,1,0
MAP3K7,TAB1,0-1,1-0,0,1,0
HNRNPF,SNRNP70,0-1,1-0,0,1,0
A1BG,TIMP1,0-1,1-0,0,1,0
RNPS1,SNRPB2,0-1,1-0,0,1,0
PLCB3,PRKCA,0-1,1-0,0,1,0
FZD10,WNT10A,0-1,1-0,0,1,0
MRPS27,MRPS34,0-1,1-0,0,1,0
DNAJC2,HSPA9,0-1,1-0,0,1,0
RPL18,RPS6,1-0,0,1,0,0
HNRNPM,PRPF19,0-1,1-0,0,1,0
CDC20,PLK1,0,0-1,0,0,1
FBXL14,FBXO17,0-1,1-0,0,1,0
STAG1,XPO1,0-1,1-0,0,1,0
ANK3,ARCN1,0-1,1-0,0,1,0
NIFK,NOP56,0,1-0,1,1,0
EEF2,MRPS12,0,0-1,0,0,1
CCT4,GNG5,0-1,1-0,0,1,0
PSMB2,PSMD12,0,0-1,0,0,1
ELAVL1,HNRNPA2B1,0-1,1-0,0,1,0
RPL34,RPL41,0-1,1-0,0,1,0
ARPC1A,CLTB,0-1,1-0,0,1,0
RPL14,UBA52,0,1-0,1,1,0
EPN1,SH3KBP1,0-1,1-0,0,1,0
RRM2,TOP2A,0,0-1,0,0,1
A2M,TGFB3,0-1,0,0,1,1
RBCK1,UBE2C,0,1-0,1,1,0
ELOA,TCEA1,1-0,0,1,0,0
ELOC,UBB,0-1,0,0,1,1
NDUFB3,NDUFB9,1-0,0,1,0,0
HNRNPD,HNRNPF,0-1,1-0,0,1,0
NAPA,ZW10,0,1-0,1,1,0
DNAJC2,HSPA6,0-1,1-0,0,1,0
ANAPC5,CUL1,0-1,1-0,0,1,0
AURKB,NUP205,0,0-1,0,0,1
LSM4,SRSF3,0-1,1-0,0,1,0
APP,CCR8,0,0,1,1,1
ADSL,NT5C3B,0-1,1-0,0,1,0
ALOX12,ALOX12B,0,1-0,1,1,0
ARIH1,MAPK3,0-1,0,0,1,1
BLNK,YES1,0-1,1-0,0,1,0
FTSJ3,NOP58,0-1,1-0,0,1,0
ITGA4,ITGB8,0,0-1,0,0,1
HIST1H2BD,POLR2E,0,1-0,1,1,0
SDC1,TGFB1,0-1,1-0,0,1,0
HIST1H2BD,SMC4,0,1-0,1,1,0
SKA1,STAG1,0-1,1-0,0,1,0
RPL36,RPS27L,0-1,1-0,0,1,0
RPL22,RPL27,0-1,1-0,0,1,0
RPL35,RPS3,0-1,1-0,0,1,0
GRWD1,HEATR1,0-1,1-0,0,1,0
NOC4L,RRP7A,0-1,1-0,0,1,0
DDX21,POLR1D,1-0,0,1,0,0
SF3B5,SNRNP25,0-1,1-0,0,1,0
CIT,RAC1,0-1,0,0,1,1
CCT4,TUBB6,0-1,1-0,0,1,0
ELAVL1,MAGOHB,0-1,1-0,0,1,0
POLE4,RAD51,0-1,1-0,0,1,0
NEDD4L,RNF19B,0-1,1-0,0,1,0
BRMS1,HDAC1,1-0,0,1,0,0
GMPS,PES1,0-1,1-0,0,1,0
NCOA1,TBL1X,0,1-0,1,1,0
HNRNPM,POLR2J,0,1-0,1,1,0
MRPL18,MRPS5,0-1,1-0,0,1,0
CCT2,CCT8,0-1,1-0,0,1,0
AKT1,PFKFB2,0,0-1,0,0,1
MRPL11,RPL3,0,0-1,0,0,1
RPL3,RPL35A,0-1,1-0,0,1,0
EXOSC7,RPL35A,0,1-0,1,1,0
CCNA2,FOXM1,0-1,1-0,0,1,0
LMAN1,SEC24B,0-1,1-0,0,1,0
MRPL18,MRPS24,0-1,1-0,0,1,0
RAB1B,TMED10,0-1,1-0,0,1,0
HSPA2,NUP155,0-1,1-0,0,1,0
FCF1,NOP58,1-0,0,1,0,0
AK3,PDE10A,0-1,1-0,0,1,0
PPP1CC,PPP1R14A,0-1,1-0,0,1,0
RPL4,SRP19,0-1,1-0,0,1,0
CCNB1,ZW10,0-1,1-0,0,1,0
BET1L,RAB1B,1-0,0,1,0,0
EFNA3,YES1,0,1-0,1,1,0
SF3B2,YBX1,0-1,1-0,0,1,0
FBXL14,FBXW5,0-1,1-0,0,1,0
CPSF3,LSM4,0,1-0,1,1,0
DCTN1,GALNT2,0-1,1-0,0,1,0
MRPS9,MRTO4,0-1,1-0,0,1,0
PML,TGFBR1,0-1,1-0,0,1,0
HDAC2,WDR77,0-1,1-0,0,1,0
CHMP2A,UBB,0-1,1-0,0,1,0
SURF6,UTP11,0-1,1-0,0,1,0
PPP2R1A,PSMD12,0-1,0,0,1,1
DCN,SDC4,1-0,0,1,0,0
CYP3A5,UGT1A6,0,0-1,0,0,1
M6PR,NSF,0-1,1-0,0,1,0
PDCD11,PWP2,0-1,1-0,0,1,0
GNAI3,GNG11,0,1-0,1,1,0
CDC34,HECTD1,0,1-0,1,1,0
ADAMTSL4,THSD4,0-1,1-0,0,1,0
ARPC1A,VAMP8,0,0,1,1,1
ACAA1,PCCB,0,1-0,1,1,0
CTNNBL1,SF3B5,0-1,1-0,0,1,0
CRK,PRKCA,0-1,1-0,0,1,0
DCTN2,TMED9,0-1,1-0,0,1,0
ARFGAP3,HRAS,0-1,1-0,0,1,0
RNPS1,WBP4,0-1,1-0,0,1,0
DHX9,HNRNPM,0-1,1-0,0,1,0
PSMB4,UBA52,0-1,1-0,0,1,0
RPL4,SRP68,0-1,1-0,0,1,0
PLK1,PPP1CC,0-1,1-0,0,1,0
NOC2L,PDCD11,0-1,1-0,0,1,0
EIF5B,RPL12,0-1,1-0,0,1,0
PES1,RRP1B,0-1,1-0,0,1,0
ADSS,HPRT1,0-1,1-0,0,1,0
RRP1B,SDAD1,0-1,1-0,0,1,0
RPL17,RPL35,0-1,1-0,0,1,0
MRPL23,MRPL35,0-1,1-0,0,1,0
H2AFV,HIST1H2BD,0-1,1-0,0,1,0
BYSL,WDR36,0-1,1-0,0,1,0
H2AFX,MTA2,0-1,0,0,1,1
EZR,RAC1,0-1,1-0,0,1,0
CSPG4,HSPG2,0-1,1-0,0,1,0
CSNK1D,LMAN2,0-1,1-0,0,1,0
CTNNB1,HIST1H2BD,0,1-0,1,1,0
RPL19,RPS27L,0-1,1-0,0,1,0
HNRNPA3,SNRPD1,0-1,1-0,0,1,0
BYSL,NOL6,0-1,1-0,0,1,0
TMSB4X,VWF,0,1-0,1,1,0
HIST1H2BD,TADA3,0,1-0,1,1,0
POLD4,POLE4,0-1,1-0,0,1,0
PRPF31,SNRPN,1-0,0,1,0,0
HDAC1,MBD3,1-0,0,1,0,0
MRPL58,MRPS18B,0,0-1,0,0,1
GSTO1,GSTO2,0-1,1-0,0,1,0
BYSL,NOB1,0,1-0,1,1,0
ESRP1,POLR2K,0-1,1-0,0,1,0
ILK,ZYX,0-1,1-0,0,1,0
FSCN1,LPXN,0,0-1,0,0,1
MRPS10,PLEC,0-1,1-0,0,1,0
CD59,TMED2,0-1,1-0,0,1,0
CDK1,ORC1,0,0-1,0,0,1
MRPS15,MRPS18B,0-1,1-0,0,1,0
CETN2,PARP1,0-1,1-0,0,1,0
RPS15,SRP14,0-1,1-0,0,1,0
KIF11,ZW10,0,1-0,1,1,0
MRPL11,RPS15,0-1,1-0,0,1,0
POLR2E,TXNL4A,0-1,1-0,0,1,0
AP2M1,ARPC4,0-1,1-0,0,1,0
RPL35A,RPS12,0-1,1-0,0,1,0
PYGB,PYGL,0-1,1-0,0,1,0
SF3B2,USP39,0-1,1-0,0,1,0
CDK1,ZWILCH,0,0-1,0,0,1
CHD3,MBD3,0-1,1-0,0,1,0
GJA1,MYO6,0-1,1-0,0,1,0
MRPL12,MRTO4,0-1,1-0,0,1,0
GTF3C1,POLR3C,0-1,1-0,0,1,0
MRPS7,RPS3,0-1,1-0,0,1,0
EXOSC5,KHSRP,0-1,1-0,0,1,0
EGFR,RASA1,0,1-0,1,1,0
RPS6,RPS7,0-1,1-0,0,1,0
RUVBL1,UCHL5,0,0,1,1,1
CENPF,STAG1,0-1,1-0,0,1,0
HNRNPH2,MAGOHB,0-1,1-0,0,1,0
CREBBP,TFDP2,0-1,1-0,0,1,0
HSPA13,HSPA5,0-1,0,0,1,1
PPP1CC,PPP3CB,0,0-1,0,0,1
ACTR2,ARPC1B,0-1,1-0,0,1,0
DNAJC3,HSPA2,0-1,1-0,0,1,0
S100A8,S100A9,0,1-0,1,1,0
NME1,PRIM1,0-1,1-0,0,1,0
NOC2L,RRP1B,0-1,1-0,0,1,0
MRPS16,RPS9,0-1,1-0,0,1,0
KRI1,UTP6,1-0,0,1,0,0
RASA1,RASA3,0-1,1-0,0,1,0
NCOA1,VDR,0-1,1-0,0,1,0
RPL29,SRP14,0-1,1-0,0,1,0
ANXA6,DYSF,0-1,1-0,0,1,0
CETN2,PPP2R1A,0-1,1-0,0,1,0
SNRPB2,SNRPG,0-1,1-0,0,1,0
HNRNPD,SF3B2,0-1,1-0,0,1,0
BYSL,RPP40,0-1,1-0,0,1,0
COL17A1,LAMB3,0-1,1-0,0,1,0
RPL15,RPL24,0-1,1-0,0,1,0
EIF3A,EIF4G2,0-1,1-0,0,1,0
PRPS2,TKT,0-1,1-0,0,1,0
CDCA8,PPP1CC,0,1-0,1,1,0
ARF1,RAB1B,0-1,1-0,0,1,0
CDK1,DLGAP5,0,0-1,0,0,1
TRIM4,UBE2J1,0,1-0,1,1,0
KAT2A,TAF5L,0-1,1-0,0,1,0
ENTPD2,RRM2,0,0-1,0,0,1
NME1,RRM2,0,0-1,0,0,1
PPIL1,PRPF31,0-1,1-0,0,1,0
IQGAP1,PRKACB,0,0,1,1,1
PWP1,WDR46,0-1,1-0,0,1,0
PAK1IP1,PES1,0-1,1-0,0,1,0
FAXDC2,TM7SF2,0-1,1-0,0,1,0
ARAP2,RHOG,0-1,1-0,0,1,0
MCM3,POLD1,0-1,1-0,0,1,0
NRAS,VWF,0-1,0,0,1,1
GRWD1,RPF2,0-1,1-0,0,1,0
DNAH8,DYNLL1,0,1-0,1,1,0
ADM,HTR7,0-1,1-0,0,1,0
GPC1,PFN1,0,0-1,0,0,1
PCGF5,SUZ12,0,1-0,1,1,0
ITPR1,VAMP2,0-1,1-0,0,1,0
KDELR3,ZW10,0,1-0,1,1,0
CUX1,FGFR1OP,0-1,1-0,0,1,0
NFKB1,TXN,0-1,1-0,0,1,0
IMPA2,PLCB3,0-1,1-0,0,1,0
MCM5,PCNA,0,0-1,0,0,1
MPI,PFKFB3,0-1,1-0,0,1,0
NOP14,RRP12,0,0-1,0,0,1
RPL39,RPS29,0-1,1-0,0,1,0
BUD23,NIP7,0-1,1-0,0,1,0
CALR,P4HB,0-1,1-0,0,1,0
NDC1,SRSF3,0-1,1-0,0,1,0
MIB2,SKP2,0-1,1-0,0,1,0
IL13RA1,IL4R,0-1,1-0,0,1,0
CCNA2,PSMA4,0-1,1-0,0,1,0
FBXO41,KLHL42,0-1,1-0,0,1,0
IMP3,RPLP0,1-0,0,1,0,0
ELAVL1,NCBP1,0-1,1-0,0,1,0
BYSL,DIMT1,0-1,1-0,0,1,0
GAB2,PIK3CD,0-1,0,0,1,1
RPL27,RPS4X,0-1,1-0,0,1,0
RPL22,RPS5,0-1,1-0,0,1,0
RPL13,SRP9,0-1,1-0,0,1,0
AURKB,PPP2R5A,0,0-1,0,0,1
PRPF31,SNRPG,0-1,1-0,0,1,0
GCFC2,TXNL4A,0,1-0,1,1,0
CUL3,FBXO9,0-1,1-0,0,1,0
RPL38,RPS4X,0-1,1-0,0,1,0
ACTB,IRF5,0-1,1-0,0,1,0
MRPL12,MRPL32,0-1,1-0,0,1,0
CSTF2,SF3A3,0-1,1-0,0,1,0
COX10,COX15,1-0,0,1,0,0
RPL22L1,RPS9,0-1,1-0,0,1,0
ARHGAP11B,RHOC,0,0-1,0,0,1
RAB1B,TRAPPC1,0-1,1-0,0,1,0
ALYREF,WBP11,0-1,1-0,0,1,0
AP1S2,AP2M1,0-1,1-0,0,1,0
HIST1H2AC,SIN3A,1-0,0,1,0,0
MRPL3,MRPS7,0-1,1-0,0,1,0
HECTD2,UBE2E1,0-1,1-0,0,1,0
GTSE1,HSP90AB1,0,0-1,0,0,1
EGFR,ITSN1,0-1,1-0,0,1,0
CDC34,FBXL4,0,1-0,1,1,0
CDKN1B,YWHAE,1-0,0,1,0,0
GLCE,SDC4,0,0-1,0,0,1
AKT1,NFKB1,0-1,1-0,0,1,0
RRM2,RRM2B,0,0-1,0,0,1
CBX3,H2AFZ,0-1,1-0,0,1,0
BUB1B,BUB3,1-0,0,1,0,0
ESR1,GREB1,0,1-0,1,1,0
AGRN,HSPG2,1-0,0,1,0,0
DCTD,DTYMK,0-1,1-0,0,1,0
WWP1,ZBTB16,0,1-0,1,1,0
SNRPG,SNRPN,0-1,1-0,0,1,0
RPS17,RPS3,0-1,1-0,0,1,0
SNRNP200,TXNL4A,0,1-0,1,1,0
AMPH,FCHO1,0-1,0,0,1,1
AGPAT5,GPAM,0,0-1,0,0,1
ARHGAP39,RHOG,0-1,1-0,0,1,0
F2R,LPAR3,1-0,0,1,0,0
GNAI2,ITPR3,0-1,1-0,0,1,0
RPL18,RPS10,0,1-0,1,1,0
MIB2,TRIM37,0-1,1-0,0,1,0
EFNB1,GRB2,0-1,1-0,0,1,0
MRPL9,MRPS10,0-1,1-0,0,1,0
RPL29,RPS23,0-1,1-0,0,1,0
CTSZ,SEC23A,0-1,1-0,0,1,0
TLN1,VCL,0-1,1-0,0,1,0
GRB2,HRAS,0-1,1-0,0,1,0
BCL9,TCF7,0,1-0,1,1,0
ABAT,ALDH1B1,0-1,1-0,0,1,0
HNRNPD,LSM4,0-1,1-0,0,1,0
IARS,YARS,0-1,1-0,0,1,0
PLGLB1,SRGN,0-1,1-0,0,1,0
CHERP,PQBP1,0-1,1-0,0,1,0
CPSF4,SNRNP70,0-1,1-0,0,1,0
CWC22,LSM2,0-1,1-0,0,1,0
POLD4,RAD51C,0-1,1-0,0,1,0
PRPF19,U2AF1,0-1,1-0,0,1,0
IFT43,IFT81,0-1,1-0,0,1,0
CCNA2,CDC6,0-1,1-0,0,1,0
NOC2L,SDAD1,0-1,1-0,0,1,0
ARF4,KDELR3,1-0,0,1,0,0
NOC2L,NOC4L,0-1,1-0,0,1,0
DVL1,RAC2,0-1,1-0,0,1,0
RASAL1,RASAL3,0,0-1,0,0,1
ARFGAP1,KDELR2,0-1,1-0,0,1,0
CHSY1,CSGALNACT2,0-1,0,0,1,1
FBXO7,FBXO9,0-1,1-0,0,1,0
PKN1,PKN3,1-0,0,1,0,0
ETS1,SOCS1,0-1,1-0,0,1,0
HECTD1,LRSAM1,0-1,1-0,0,1,0
AIMP2,KARS,0-1,1-0,0,1,0
AP1S2,SORT1,0-1,0,0,1,1
ALDH9A1,MAOA,0,1-0,1,1,0
RRP12,UTP4,0-1,1-0,0,1,0
ANAPC4,PSME3,0-1,1-0,0,1,0
YWHAB,YWHAQ,0-1,1-0,0,1,0
GRB2,S1PR1,0-1,1-0,0,1,0
AK3,ENTPD2,0-1,1-0,0,1,0
FTSJ3,NOL6,0-1,1-0,0,1,0
HACD1,TECR,0,1-0,1,1,0
GNA15,MCHR1,0-1,1-0,0,1,0
PTK2,RHOA,0-1,1-0,0,1,0
LSM4,PPIH,0-1,1-0,0,1,0
EXOSC5,IMP4,0-1,1-0,0,1,0
RAD23A,UBE2I,0-1,1-0,0,1,0
ARTN,PIK3CD,0-1,1-0,0,1,0
NDUFAF6,NDUFS7,0-1,1-0,0,1,0
FANCI,RFC3,0-1,1-0,0,1,0
UBE2R2,UBR4,0-1,1-0,0,1,0
BUB1B,PRC1,0,0-1,0,0,1
EPHB3,SDCBP,0,1-0,1,1,0
RBCK1,RNF144B,0-1,1-0,0,1,0
NOC2L,NOP58,0-1,1-0,0,1,0
EXOSC10,EXOSC5,0-1,1-0,0,1,0
RPL7A,RPS27,0-1,1-0,0,1,0
HNRNPF,LSM4,0-1,1-0,0,1,0
MRPS24,MRPS5,0-1,1-0,0,1,0
DDX39A,SARNP,0-1,1-0,0,1,0
SEC61G,SSR4,0-1,1-0,0,1,0
SNRNP25,SNRPD1,0-1,1-0,0,1,0
PLPP1,SGMS2,0-1,1-0,0,1,0
NDUFA13,NDUFB5,0-1,1-0,0,1,0
BDP1,POLR2E,1-0,0,1,0,0
CETN2,XRCC6,0-1,1-0,0,1,0
LSM3,SF3B2,0-1,1-0,0,1,0
SNX4,STX17,0-1,1-0,0,1,0
CBLB,UBE2N,0-1,1-0,0,1,0
CRK,PIK3CD,0-1,0,0,1,1
COX4I1,COX6C,0-1,1-0,0,1,0
SKP2,UBA1,0-1,1-0,0,1,0
HNRNPU,TXNL4A,0-1,1-0,0,1,0
HNRNPM,POLR2L,1-0,0,1,0,0
CHAF1B,INSIG2,0-1,1-0,0,1,0
ADSS,NT5C3B,0-1,1-0,0,1,0
RPL4,RPSA,0-1,1-0,0,1,0
KDELR2,ZW10,0-1,1-0,0,1,0
POLR3C,POLR3H,0-1,1-0,0,1,0
MRTO4,ZNF593,1-0,0,1,0,0
PCBP2,U2AF1,0-1,1-0,0,1,0
MRPL1,MRPL3,0-1,1-0,0,1,0
EIF4A1,PTBP1,0,1-0,1,1,0
COL7A1,ITGA2,0-1,1-0,0,1,0
LSM4,SRRM1,0-1,1-0,0,1,0
GRB2,KITLG,0-1,1-0,0,1,0
RPL4,RPL6,0-1,1-0,0,1,0
TPM4,VCL,0-1,1-0,0,1,0
RAN,SUMO1,0-1,0,0,1,1
DDB1,HMGN1,1-0,0,1,0,0
IMP4,RPS2,0-1,1-0,0,1,0
RNF123,TRIM11,0,1-0,1,1,0
CDC20,RRM2,0,0-1,0,0,1
ANAPC5,PSMA7,1-0,0,1,0,0
EFTUD2,NCBP1,0-1,1-0,0,1,0
H2AFX,MAPKAPK2,0,0-1,0,0,1
RPL27,RPL7,0-1,1-0,0,1,0
BYSL,TSR1,0-1,1-0,0,1,0
CCT7,HSPE1,0-1,1-0,0,1,0
CDT1,ORC3,0,1-0,1,1,0
IMP3,RPS16,1-0,0,1,0,0
NCAPH2,RB1,0-1,1-0,0,1,0
H2AFX,PAGR1,0-1,1-0,0,1,0
FBXL5,WWP1,0,0-1,0,0,1
NGFR,RHOA,0-1,1-0,0,1,0
PRKDC,XPC,0-1,1-0,0,1,0
PPIE,RFC3,0-1,1-0,0,1,0
MCM5,POLE4,0-1,1-0,0,1,0
GTF3C6,POLR1D,0-1,1-0,0,1,0
PCBP2,WBP4,0-1,1-0,0,1,0
SLX4,XRCC3,0-1,1-0,0,1,0
FN1,SELENOP,0-1,1-0,0,1,0
NIFK,RRP9,1-0,0,1,0,0
HNRNPUL1,U2AF2,0-1,1-0,0,1,0
DDX56,NOP14,0-1,1-0,0,1,0
DEGS2,GBA2,0-1,1-0,0,1,0
PRDX3,TXN,0,1-0,1,1,0
EFL1,MRPS7,0-1,0,0,1,1
EIF5B,RPS2,0-1,1-0,0,1,0
PWP1,SDAD1,0-1,1-0,0,1,0
EIF3E,UBA52,0-1,1-0,0,1,0
CDK1,TUBA4A,0,0-1,0,0,1
RPL10A,RPS5,0-1,1-0,0,1,0
MYO10,NCKIPSD,0-1,1-0,0,1,0
RPL27,RPL3,0-1,1-0,0,1,0
PANK1,PPCS,0-1,1-0,0,1,0
BCAR1,PRKCE,0,0-1,0,0,1
CUL7,SKP2,0-1,1-0,0,1,0
PRPF31,SNRNP200,0-1,1-0,0,1,0
SMARCA5,SUDS3,0-1,1-0,0,1,0
GMPS,IMPDH2,1-0,0,1,0,0
RPL18,RPS7,0-1,1-0,0,1,0
ACADM,ACAT2,0-1,1-0,0,1,0
BUB3,ERCC6L,1-0,0,1,0,0
FZD1,WNT10A,0-1,0,0,1,1
KIF3B,TMED2,0-1,1-0,0,1,0
HNRNPA3,SRSF10,0-1,1-0,0,1,0
TMED10,TRAPPC1,0-1,1-0,0,1,0
RAN,YWHAB,0-1,1-0,0,1,0
SNRPB,USP39,0-1,1-0,0,1,0
TIMM17A,TOMM40,0-1,1-0,0,1,0
CDC16,UBE2E3,0-1,1-0,0,1,0
FBXW7,MYLIP,0-1,0,0,1,1
ARHGEF2,RHOV,0-1,1-0,0,1,0
GFM1,TUFM,0-1,1-0,0,1,0
FZD6,WNT4,0-1,1-0,0,1,0
NOP58,TEX10,1-0,0,1,0,0
EHMT1,H2AFJ,0,0,1,1,1
GADD45GIP1,MRPS10,0-1,1-0,0,1,0
ACTR1A,HMMR,0-1,1-0,0,1,0
RPL39,SSR4,0-1,1-0,0,1,0
RPL13A,RPL37,0-1,1-0,0,1,0
CD74,HLA-DPB1,0,0,1,1,1
FBXO10,FBXW5,0-1,1-0,0,1,0
RPL18,RPS15A,0-1,1-0,0,1,0
GMPS,GUK1,0-1,1-0,0,1,0
HIST1H2BD,RIF1,0,0-1,0,0,1
DHX37,EXOSC5,0-1,1-0,0,1,0
H2AFZ,PHF19,0-1,1-0,0,1,0
DDX31,NAT10,0-1,1-0,0,1,0
BUB1,ZW10,0,0,1,1,1
ALOX15B,PLA2G4A,0-1,1-0,0,1,0
NOC2L,NOP56,0-1,1-0,0,1,0
RPL11,RPL22,0-1,1-0,0,1,0
CCND3,SKP2,0-1,1-0,0,1,0
CEBPA,SFTPD,0-1,0,0,1,1
RPL7A,RPS11,0-1,1-0,0,1,0
RNF123,RNF19B,0-1,1-0,0,1,0
DTL,POLE4,0-1,1-0,0,1,0
CERS3,PLPP1,0-1,1-0,0,1,0
CETN2,RAD23A,0-1,1-0,0,1,0
FBXO17,KLHL9,0-1,1-0,0,1,0
EFTUD2,SRSF1,0-1,1-0,0,1,0
POLD4,POLR2E,0-1,1-0,0,1,0
NOP56,RPS2,0,0-1,0,0,1
HDAC1,RBL1,1-0,0,1,0,0
SNRPD1,SRSF2,0-1,1-0,0,1,0
CDC5L,SF3B2,1-0,0,1,0,0
RPL15,RPS8,0-1,1-0,0,1,0
DDX56,SDAD1,0-1,1-0,0,1,0
SF3A2,SNRPD1,0-1,1-0,0,1,0
WASF1,WASL,0-1,1-0,0,1,0
GRPEL2,TIMM22,0-1,1-0,0,1,0
IMP4,WDR18,0,1-0,1,1,0
PRPF40A,SNRPB2,0-1,1-0,0,1,0
ACTN4,VCL,0-1,1-0,0,1,0
GNAQ,PLCB3,0-1,1-0,0,1,0
RAD51,RECQL,0-1,1-0,0,1,0
BUB3,PDS5A,0,1-0,1,1,0
ALYREF,NUP37,0-1,1-0,0,1,0
EPN1,VAMP3,0-1,1-0,0,1,0
RPS2,RPS3,0-1,1-0,0,1,0
IQGAP1,PRKAR1A,0-1,1-0,0,1,0
DUSP1,MAPK12,1-0,0,1,0,0
MRPS14,MRPS15,0-1,1-0,0,1,0
ORC3,RPA3,0-1,1-0,0,1,0
CDC27,CDC34,1-0,0,1,0,0
CES1,E2F1,0,1-0,1,1,0
RPL10A,RPS10,0-1,1-0,0,1,0
CDC27,PSMB10,0-1,1-0,0,1,0
AP1S1,CTSZ,0-1,0,0,1,1
MRPL28,MRPS10,0-1,1-0,0,1,0
RPL38,RPS23,0-1,1-0,0,1,0
UBE2N,UBE2S,0-1,1-0,0,1,0
EFL1,RPS9,0-1,0,0,1,1
NME4,POLA2,0,1-0,1,1,0
DHX16,ELAVL1,0-1,1-0,0,1,0
LRSAM1,ZBTB16,0,1-0,1,1,0
PTPN21,SRC,0,0-1,0,0,1
ANAPC11,ANAPC13,1-0,0,1,0,0
ADH7,COMT,0,0-1,0,0,1
COL4A2,P4HB,0,0-1,0,0,1
PPIE,TXNL4A,0-1,1-0,0,1,0
SNRNP200,SNRPD1,0-1,1-0,0,1,0
GRB2,SHC1,0-1,1-0,0,1,0
EGFR,ITGA6,0-1,1-0,0,1,0
PRKCA,SPHK1,0-1,1-0,0,1,0
CALML3,ITPR3,0-1,1-0,0,1,0
PHF12,SIN3B,0-1,1-0,0,1,0
MST1R,YWHAH,1-0,0,1,0,0
H2AFZ,RUVBL1,0-1,1-0,0,1,0
FZD1,KREMEN2,0-1,1-0,0,1,0
H2AFZ,SMC3,0-1,1-0,0,1,0
GFM1,MRPL9,0,1-0,1,1,0
HIST1H2BD,RNF4,0,1-0,1,1,0
IFT43,TRAF3IP1,0-1,1-0,0,1,0
GLRX,TXN,0,1-0,1,1,0
ABI1,ARPC1A,0-1,0,0,1,1
HERC4,UBA3,0-1,1-0,0,1,0
NAT10,SDAD1,0-1,1-0,0,1,0
ARPC2,PACSIN3,0-1,1-0,0,1,0
CHCHD2,SLC25A4,0-1,1-0,0,1,0
ADORA2B,GNG10,0-1,1-0,0,1,0
BDKRB1,NPB,0,1-0,1,1,0
PLK1,ZW10,0,1-0,1,1,0
ATG12,ATG3,0-1,1-0,0,1,0
SARNP,SRSF3,0-1,1-0,0,1,0
HNRNPM,SRRM1,0-1,1-0,0,1,0
RPL15,RPS6,0-1,1-0,0,1,0
COL17A1,LAMA3,0-1,1-0,0,1,0
AARS,LARS2,0,1-0,1,1,0
SERPINE1,SMAD2,0-1,1-0,0,1,0
PRPF31,SNRPC,1-0,0,1,0,0
EIF2S2,EIF3H,0-1,1-0,0,1,0
FECH,FXN,0-1,1-0,0,1,0
CDK1,TPX2,0,0-1,0,0,1
PPIH,SNRPB2,0-1,1-0,0,1,0
MRPS18B,MRPS2,0,0-1,0,0,1
CDC27,RBCK1,0,1-0,1,1,0
